"GEO_ID","NAME","B25031_001E","B25031_001M","B25031_002E","B25031_002M","B25031_003E","B25031_003M","B25031_004E","B25031_004M","B25031_005E","B25031_005M","B25031_006E","B25031_006M","B25031_007E","B25031_007M",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total:","Margin of Error!!Median gross rent --!!Total:","Estimate!!Median gross rent --!!Total:!!No bedroom","Margin of Error!!Median gross rent --!!Total:!!No bedroom","Estimate!!Median gross rent --!!Total:!!1 bedroom","Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Estimate!!Median gross rent --!!Total:!!2 bedrooms","Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Estimate!!Median gross rent --!!Total:!!3 bedrooms","Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Estimate!!Median gross rent --!!Total:!!4 bedrooms","Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Estimate!!Median gross rent --!!Total:!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms",
"1600000US4873664","Trinity city, Texas","753","226","-","**","603","135","-","**","995","153","-","**","-","**",
"1600000US4873710","Trophy Club town, Texas","1908","1126","-","**","-","**","-","**","-","**","2693","187","-","**",
"1600000US4873724","Troup city, Texas","964","173","-","**","753","522","842","70","1247","129","883","300","-","**",
"1600000US4873748","Troy city, Texas","1135","395","-","**","633","163","769","181","1377","26","1545","244","-","**",
"1600000US4873856","Tuleta CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4873868","Tulia city, Texas","739","151","-","**","513","233","716","114","969","243","1110","448","-","**",
"1600000US4873904","Tulsita CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4873928","Tunis CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4873964","Turkey city, Texas","425","364","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4874048","Tuscola city, Texas","1152","186","-","**","-","**","700","410","1229","253","-","**","-","**",
"1600000US4874132","Tye city, Texas","971","59","-","**","-","**","-","**","1000","128","-","**","-","**",
"1600000US4874144","Tyler city, Texas","1113","32","854","96","894","30","1158","41","1364","78","1680","477","2070","1516",
"1600000US4874168","Tynan CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4874216","Uhland city, Texas","1240","249","-","**","-","**","1000","187","1354","53","-","**","-","**",
"1600000US4874228","Umbarger CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4874240","Uncertain city, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4874312","Union Grove city, Texas","1267","385","-","**","-","**","-","**","1267","385","-","**","-","**",
"1600000US4874372","Union Valley city, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4874408","Universal City city, Texas","1171","45","934","165","1047","66","1172","63","1610","134","1742","211","-","**",
"1600000US4874492","University Park city, Texas","2686","463","-","**","1164","56","2390","325","3,500+","***","3,500+","***","3,500+","***",
"1600000US4874576","Utopia CDP, Texas","689","636","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4874588","Uvalde city, Texas","1061","118","-","**","734","382","1063","365","1149","144","1417","266","-","**",
"1600000US4874594","Uvalde Estates CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4874648","Valentine town, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4874660","Valera CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4874667","Valle Hermoso CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4874668","Valle Verde CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4874670","Valle Vista CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4874732","Valley Mills city, Texas","1137","55","-","**","-","**","1045","327","1155","68","-","**","-","**",
"1600000US4874756","Valley View city, Texas","967","351","-","**","-","**","-","**","1583","761","-","**","-","**",
"1600000US4874895","Val Verde Park CDP, Texas","870","100","-","**","-","**","878","356","-","**","-","**","-","**",
"1600000US4874912","Van city, Texas","1026","109","-","**","438","297","1056","90","1094","217","-","**","-","**",
"1600000US4874924","Van Alstyne city, Texas","1178","343","-","**","677","107","1186","345","2039","570","-","**","-","**",
"1600000US4874984","Vanderbilt CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4875032","Van Horn town, Texas","918","549","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4875068","Van Vleck CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4875188","Vega city, Texas","1103","48","-","**","-","**","1009","174","1156","63","-","**","-","**",
"1600000US4875236","Venus town, Texas","1442","385","-","**","456","330","-","**","1538","260","-","**","-","**",
"1600000US4875308","Vernon city, Texas","808","47","-","**","577","48","795","67","859","53","1115","33","-","**",
"1600000US4875428","Victoria city, Texas","1094","32","946","262","920","37","1193","51","1310","71","1293","738","-","**",
"1600000US4875432","Victoria Vera CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4875476","Vidor city, Texas","791","94","-","**","730","31","808","60","1115","155","-","**","-","**",
"1600000US4875554","Villa del Sol CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4875614","Villa Pancho CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4875617","Villarreal CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4875626","Villa Verde CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4875668","Vinton village, Texas","864","99","-","**","-","**","967","181","843","533","-","**","-","**",
"1600000US4875752","Volente village, Texas","1315","228","-","**","1346","135","1208","344","-","**","-","**","-","**",
"1600000US4875764","Von Ormy city, Texas","767","190","-","**","-","**","864","362","779","323","-","**","-","**",
"1600000US4876000","Waco city, Texas","1038","30","674","96","859","24","1075","30","1264","69","1190","333","1219","586",
"1600000US4876012","Wadsworth CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4876024","Waelder city, Texas","850","398","-","**","-","**","932","85","1271","572","-","**","-","**",
"1600000US4876048","Waka CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4876096","Wake Village city, Texas","916","101","-","**","692","119","946","152","988","200","-","**","-","**",
"1600000US4876228","Waller city, Texas","1003","374","-","**","1036","306","997","724","1735","324","-","**","-","**",
"1600000US4876240","Wallis city, Texas","700","174","-","**","-","**","689","42","950","97","-","**","-","**",
"1600000US4876348","Walnut Springs city, Texas","1090","123","-","**","-","**","1048","172","1165","97","-","**","-","**",
"1600000US4876564","Warren CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4876576","Warren City city, Texas","1642","510","-","**","-","**","900","392","1692","146","-","**","-","**",
"1600000US4876612","Washburn CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4876636","Waskom city, Texas","1167","477","-","**","-","**","878","300","1634","427","-","**","-","**",
"1600000US4876672","Watauga city, Texas","1744","73","-","**","-","**","-","**","1754","89","1715","106","-","**",
"1600000US4876816","Waxahachie city, Texas","1387","54","1388","439","1316","114","1292","85","1622","105","1671","231","-","**",
"1600000US4876864","Weatherford city, Texas","1350","80","3,500+","***","1118","61","1267","111","1521","114","2032","301","-","**",
"1600000US4876924","Webberville village, Texas","850","800","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4876948","Webster city, Texas","1249","77","1208","491","1153","29","1470","111","1686","283","-","**","-","**",
"1600000US4877020","Weimar city, Texas","521","455","-","**","241","89","527","386","1078","145","-","**","-","**",
"1600000US4877044","Weinert city, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4877056","Weir city, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4877080","Welch CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4877152","Wellington city, Texas","534","195","-","**","527","85","475","210","844","313","-","**","-","**",
"1600000US4877164","Wellman city, Texas","479","225","-","**","-","**","-","**","479","225","-","**","-","**",
"1600000US4877176","Wells town, Texas","725","360","-","**","-","**","720","50","-","**","-","**","-","**",
"1600000US4877196","Wells Branch CDP, Texas","1384","50","1282","165","1213","45","1624","115","1808","340","2349","379","-","**",
"1600000US4877272","Weslaco city, Texas","884","60","-","**","678","255","846","64","1021","85","2101","1009","1977","1345",
"1600000US4877332","West city, Texas","898","188","-","**","689","209","699","215","1170","124","1569","296","-","**",
"1600000US4877336","West Alto Bonito CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4877380","Westbrook city, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4877416","West Columbia city, Texas","972","487","-","**","238","45","862","90","2048","738","-","**","-","**",
"1600000US4877422","Westdale CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4877490","Western Lake CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4877620","Westlake town, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4877632","West Lake Hills city, Texas","1566","536","-","**","-","**","-","**","3083","607","-","**","-","**",
"1600000US4877662","West Livingston CDP, Texas","1091","159","-","**","-","**","1264","194","989","107","-","**","-","**",
"1600000US4877680","Westminster CDP, Texas","1283","197","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4877728","West Odessa CDP, Texas","997","218","-","**","-","**","1116","115","1010","713","-","**","-","**",
"1600000US4877740","Weston city, Texas","1091","254","-","**","-","**","-","**","1200","624","-","**","-","**",
"1600000US4877746","Weston Lakes city, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4877752","West Orange city, Texas","1268","195","-","**","-","**","1173","291","1143","250","-","**","-","**",
"1600000US4877788","Westover Hills town, Texas","2237","174","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4877866","West Sharyland CDP, Texas","765","694","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4877896","West Tawakoni city, Texas","1144","64","-","**","1055","292","1098","178","1153","49","-","**","-","**",
"1600000US4877956","West University Place city, Texas","3,500+","***","-","**","-","**","2700","644","3,500+","***","3,500+","***","-","**",
"1600000US4878016","Westway CDP, Texas","1017","488","-","**","-","**","1111","1077","-","**","-","**","-","**",
"1600000US4878040","Westwood Shores CDP, Texas","1080","111","-","**","-","**","1080","111","-","**","-","**","-","**",
"1600000US4878076","Westworth Village city, Texas","1666","73","1365","96","1477","340","1712","90","1761","50","-","**","-","**",
"1600000US4878136","Wharton city, Texas","784","190","753","133","630","20","1087","29","1508","674","-","**","-","**",
"1600000US4878208","Wheeler city, Texas","965","150","-","**","-","**","-","**","937","300","-","**","-","**",
"1600000US4878316","White Deer town, Texas","793","220","-","**","-","**","779","14","982","110","-","**","-","**",
"1600000US4878328","Whiteface town, Texas","738","144","-","**","-","**","-","**","731","112","-","**","-","**",
"1600000US4878388","Whitehouse city, Texas","1585","141","-","**","-","**","1004","199","1705","89","-","**","-","**",
"1600000US4878436","White Oak city, Texas","1107","109","-","**","-","**","1080","293","1172","277","-","**","-","**",
"1600000US4878532","Whitesboro city, Texas","1046","177","-","**","615","344","982","85","1443","129","-","**","-","**",
"1600000US4878544","White Settlement city, Texas","1185","53","1074","137","1093","44","1175","91","1412","66","3,500+","***","-","**",
"1600000US4878628","Whitewright town, Texas","714","295","-","**","685","418","590","213","1063","426","-","**","-","**",
"1600000US4878640","Whitharral CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4878664","Whitney town, Texas","821","126","-","**","-","**","774","251","1106","44","-","**","-","**",
"1600000US4879000","Wichita Falls city, Texas","949","22","630","98","769","37","930","27","1161","36","1391","137","838","781",
"1600000US4879036","Wickett town, Texas","750","492","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4879180","Wildorado CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4879192","Wild Peach Village CDP, Texas","1313","1240","-","**","-","**","-","**","1571","552","-","**","-","**",
"1600000US4879204","Wildwood CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4879408","Willis city, Texas","1307","94","-","**","-","**","748","260","1440","219","-","**","-","**",
"1600000US4879456","Willow Grove CDP, Texas","1220","737","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4879492","Willow Park city, Texas","2303","221","-","**","-","**","-","**","2397","365","-","**","-","**",
"1600000US4879564","Wills Point city, Texas","848","173","-","**","772","375","826","209","1039","389","-","**","-","**",
"1600000US4879576","Wilmer city, Texas","1199","157","-","**","-","**","1022","244","1286","152","-","**","-","**",
"1600000US4879612","Wilson city, Texas","841","209","-","**","-","**","639","398","-","**","-","**","-","**",
"1600000US4879624","Wimberley city, Texas","697","431","-","**","-","**","695","355","-","**","-","**","-","**",
"1600000US4879672","Windcrest city, Texas","1334","239","-","**","888","167","1339","93","-","**","-","**","-","**",
"1600000US4879684","Windom town, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4879696","Windthorst town, Texas","900","296","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4879720","Winfield city, Texas","708","493","-","**","-","**","775","523","708","604","-","**","-","**",
"1600000US4879756","Wingate CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4879768","Wink city, Texas","183","154","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4879792","Winnie CDP, Texas","987","229","-","**","-","**","-","**","1513","960","-","**","-","**",
"1600000US4879816","Winnsboro city, Texas","964","96","-","**","650","123","824","128","1077","78","-","**","-","**",
"1600000US4879828","Winona town, Texas","1028","153","-","**","425","274","1107","254","1058","115","-","**","-","**",
"1600000US4879876","Winters city, Texas","658","531","-","**","718","221","1023","446","806","625","-","**","-","**",
"1600000US4879919","Wixon Valley city, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4879948","Wolfe City city, Texas","962","250","-","**","245","31","1031","139","1050","278","-","**","-","**",
"1600000US4879972","Wolfforth city, Texas","1388","239","-","**","-","**","-","**","1398","326","-","**","-","**",
"1600000US4880044","Woodbranch city, Texas","1420","365","-","**","-","**","-","**","1583","353","-","**","-","**",
"1600000US4880058","Woodcreek city, Texas","1745","56","-","**","-","**","1707","81","1898","296","-","**","-","**",
"1600000US4880144","Woodloch town, Texas","1875","485","-","**","-","**","-","**","1714","135","-","**","-","**",
"1600000US4880176","Woodsboro town, Texas","919","296","-","**","-","**","919","316","-","**","-","**","-","**",
"1600000US4880188","Woodson town, Texas","772","8","-","**","-","**","-","**","774","10","-","**","-","**",
"1600000US4880212","Woodville town, Texas","941","30","-","**","555","355","923","69","975","82","-","**","-","**",
"1600000US4880224","Woodway city, Texas","1720","66","-","**","-","**","-","**","1759","46","-","**","-","**",
"1600000US4880296","Wortham town, Texas","844","259","-","**","-","**","704","150","997","244","-","**","-","**",
"1600000US4880350","Wyldwood CDP, Texas","1266","909","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4880356","Wylie city, Texas","1844","138","-","**","1436","62","1571","178","1974","211","2508","370","2268","58",
"1600000US4880428","Yancey CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4880440","Yantis town, Texas","775","219","-","**","380","104","788","410","850","296","-","**","-","**",
"1600000US4880560","Yoakum city, Texas","849","43","-","**","450","156","826","46","1101","120","-","**","-","**",
"1600000US4880584","Yorktown city, Texas","836","128","-","**","-","**","860","513","844","17","-","**","-","**",
"1600000US4880686","Yznaga CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4880716","Zapata CDP, Texas","438","157","356","209","333","171","714","266","997","129","-","**","-","**",
"1600000US4880722","Zapata Ranch CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4880724","Zarate CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4880728","Zavalla city, Texas","850","146","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4880740","Zephyr CDP, Texas","773","8","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4880836","Zuehl CDP, Texas","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4900540","Alpine city, Utah","2814","1881","-","**","-","**","-","**","-","**","1109","324","2042","949",
"1600000US4900650","Alta town, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4900760","Altamont town, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4900870","Alton town, Utah","888","289","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4901090","Amalga town, Utah","2193","279","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4901310","American Fork city, Utah","1583","95","1588","363","1362","79","1242","249","1713","84","1753","317","2509","401",
"1600000US4901530","Aneth CDP, Utah","794","286","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4901750","Annabella town, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4901860","Antimony town, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4901905","Apple Valley town, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4902740","Aurora city, Utah","781","209","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4902960","Avon CDP, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4903345","Ballard town, Utah","1029","147","-","**","-","**","1150","257","938","229","1679","204","-","**",
"1600000US4903950","Bear River City city, Utah","1636","1004","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4904060","Beaver city, Utah","953","44","-","**","-","**","-","**","944","31","-","**","-","**",
"1600000US4904720","Benjamin CDP, Utah","1138","283","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4905050","Benson CDP, Utah","946","246","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4905380","Beryl Junction CDP, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4905490","Bicknell town, Utah","1038","315","-","**","-","**","565","207","-","**","-","**","-","**",
"1600000US4905534","Big Water town, Utah","1288","500","-","**","-","**","-","**","1394","222","-","**","-","**",
"1600000US4906370","Blanding city, Utah","881","86","-","**","-","**","891","89","905","120","-","**","-","**",
"1600000US4906590","Bluebell CDP, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4906700","Bluff town, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4906810","Bluffdale city, Utah","1663","463","-","**","-","**","1346","86","2017","1264","1938","526","-","**",
"1600000US4906920","Bonanza CDP, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4907470","Boulder town, Utah","768","29","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4907690","Bountiful city, Utah","1410","66","1119","120","1018","164","1304","63","1637","122","2265","285","2344","320",
"1600000US4908020","Brian Head town, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4908460","Brigham City city, Utah","872","84","339","104","692","107","818","106","1063","158","1131","279","1618","583",
"1600000US4908570","Brighton town, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4908787","Bryce Canyon City town, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4909725","Cache CDP, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4910330","Cannonville town, Utah","636","403","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4910440","Carbonville CDP, Utah","747","255","-","**","-","**","515","135","781","290","-","**","-","**",
"1600000US4910660","Castle Dale city, Utah","693","460","-","**","-","**","-","**","829","387","-","**","-","**",
"1600000US4911000","Castle Valley town, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4911320","Cedar City city, Utah","934","80","-","**","658","45","846","52","1135","50","1425","589","-","**",
"1600000US4911430","Cedar Fort town, Utah","888","333","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4911435","Cedar Highlands CDP, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4911440","Cedar Hills city, Utah","1894","177","-","**","2139","1576","1095","74","2036","249","1921","288","2750","1769",
"1600000US4911870","Centerfield town, Utah","775","23","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4911980","Centerville city, Utah","1462","97","-","**","1284","466","1447","118","1622","200","1824","143","-","**",
"1600000US4912200","Central CDP, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4912260","Central Valley town, Utah","1104","309","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4912420","Charleston town, Utah","1450","1421","-","**","-","**","-","**","2083","1371","-","**","-","**",
"1600000US4912970","Circleville town, Utah","745","34","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4913190","Clarkston town, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4913300","Clawson town, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4913740","Clear Creek CDP, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4913850","Clearfield city, Utah","1372","62","988","323","1128","92","1210","176","1551","98","1696","104","2143","350",
"1600000US4914070","Cleveland town, Utah","680","119","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4914290","Clinton city, Utah","1710","125","-","**","-","**","1213","145","1712","70","1785","103","2191","129",
"1600000US4914840","Coalville city, Utah","1207","281","-","**","-","**","788","671","1258","226","1333","150","-","**",
"1600000US4915720","Copperton metro township, Utah","1366","89","-","**","-","**","1302","191","1400","346","1393","85","-","**",
"1600000US4915830","Corinne city, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4915940","Cornish town, Utah","810","246","-","**","-","**","700","245","-","**","-","**","-","**",
"1600000US4916270","Cottonwood Heights city, Utah","1547","96","792","601","1273","96","1490","114","1759","93","2295","193","2100","639",
"1600000US4916490","Cove CDP, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4918090","Dammeron Valley CDP, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4918140","Daniel town, Utah","1188","395","-","**","-","**","1125","657","2125","1518","2250","1502","-","**",
"1600000US4918910","Delta city, Utah","1025","407","-","**","533","333","1027","450","-","**","-","**","-","**",
"1600000US4919020","Deseret CDP, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4919680","Deweyville town, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4920120","Draper city, Utah","1735","57","1333","120","1534","129","1684","63","1846","130","2279","66","2920","538",
"1600000US4920340","Duchesne city, Utah","968","193","-","**","-","**","793","92","1051","122","1120","12","-","**",
"1600000US4920450","Dugway CDP, Utah","1035","349","-","**","575","83","863","220","1398","222","-","**","-","**",
"1600000US4920780","Dutch John town, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4920810","Eagle Mountain city, Utah","1740","82","-","**","-","**","1250","623","1720","78","2190","241","2093","244",
"1600000US4920850","East Basin CDP, Utah","3,500+","***","-","**","-","**","-","**","-","**","-","**","2875","1185",
"1600000US4920890","East Carbon city, Utah","820","205","-","**","-","**","1035","379","786","115","-","**","-","**",
"1600000US4921880","Echo CDP, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4921990","Eden CDP, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4922210","Elberta CDP, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4922370","Elk Ridge city, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4922540","Elmo town, Utah","659","63","-","**","630","83","-","**","-","**","-","**","-","**",
"1600000US4922650","Elsinore town, Utah","850","198","-","**","-","**","-","**","873","303","-","**","-","**",
"1600000US4922760","Elwood town, Utah","1300","468","-","**","-","**","-","**","1375","379","-","**","-","**",
"1600000US4922870","Emery town, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4922875","Emigration Canyon metro township, Utah","1500","1046","-","**","-","**","-","**","2231","115","-","**","-","**",
"1600000US4923200","Enoch city, Utah","1112","239","-","**","-","**","-","**","1304","1237","1125","164","-","**",
"1600000US4923310","Enterprise CDP, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4923420","Enterprise city, Utah","1148","188","-","**","-","**","-","**","995","130","1260","189","-","**",
"1600000US4923530","Ephraim city, Utah","907","150","-","**","642","105","841","203","973","420","971","280","-","**",
"1600000US4923640","Erda CDP, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4923750","Escalante city, Utah","882","480","-","**","-","**","740","638","1314","386","-","**","-","**",
"1600000US4924080","Eureka city, Utah","825","656","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4924410","Fairfield town, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4924630","Fairview city, Utah","900","151","-","**","-","**","-","**","882","231","-","**","-","**",
"1600000US4924740","Farmington city, Utah","1446","192","-","**","1069","431","1431","370","1512","365","1542","889","2332","283",
"1600000US4924850","Farr West city, Utah","836","296","-","**","-","**","672","12","1411","918","-","**","-","**",
"1600000US4925070","Fayette town, Utah","542","283","-","**","-","**","-","**","535","310","-","**","-","**",
"1600000US4925180","Ferron city, Utah","603","132","-","**","-","**","644","99","-","**","-","**","-","**",
"1600000US4925290","Fielding town, Utah","872","165","-","**","-","**","625","273","950","245","-","**","-","**",
"1600000US4925510","Fillmore city, Utah","713","150","-","**","710","50","691","186","750","606","-","**","-","**",
"1600000US4925910","Flaming Gorge CDP, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4926610","Fort Duchesne CDP, Utah","630","296","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4926720","Fountain Green city, Utah","1000","232","-","**","-","**","-","**","933","421","-","**","-","**",
"1600000US4926940","Francis town, Utah","1438","556","-","**","-","**","2050","1790","1167","520","-","**","3083","1500",
"1600000US4927270","Fremont CDP, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4927490","Fruit Heights city, Utah","1640","196","-","**","-","**","1536","291","1843","242","-","**","-","**",
"1600000US4927902","Garden CDP, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4927930","Garden City town, Utah","867","240","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4928150","Garland city, Utah","785","65","-","**","731","33","773","31","950","38","-","**","-","**",
"1600000US4928810","Genola town, Utah","913","628","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4929360","Glendale town, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4929580","Glenwood town, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4930130","Goshen town, Utah","1032","222","-","**","-","**","-","**","-","**","867","799","-","**",
"1600000US4930900","Granite CDP, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4931120","Grantsville city, Utah","964","83","-","**","239","206","952","38","1580","908","-","**","-","**",
"1600000US4931670","Green River city, Utah","753","369","-","**","-","**","543","422","531","308","-","**","-","**",
"1600000US4932660","Gunnison city, Utah","1085","180","-","**","-","**","967","197","1055","782","-","**","-","**",
"1600000US4933002","Halchita CDP, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US4933027","Halls Crossing CDP, Utah","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
