State,Reviewing and approving authorities for projects not requiring rezoning,Reviewing and approving authorities for rezoning,Allows Accessory Dwelling Units,Median height restriction (feet),Modal height restriction (feet),Median parking spaces required,Modal parking spaces required,Proportion of residential districts (including mixed use) in municipality that permit multi-family housing,Explicit growth controls index,Open space requirements index ,Minimum lot size index,Maximum permitted density index,Inclusionary zoning programmes index,Maximum height index,Zoning Restrictiveness Index,Owner-occupied housing units with a mortgage,Mortgage Value Median (dollars),Only Second mortgage,Only Home equity loan,Both second mortgage and home equity loan,No second mortgage and no home equity loan,Home equity loan without a primary mortgage,Median household income (dollars),Median Monthly Household Costs (dollars),Median Real Estate Taxes (dollars),Median Gross Rent Total,Median Gross Rent Total 1 bedroom,Median Gross Rent Total 2 bedroom,Median Gross Rent Total 3 bedroom,City,lat,lng,population,density,Cluster
MN,3,3,1,35,50,2,2,0.333333333,0,1,2,2,0,35,2.264158839,2767,294500,76,224,8,2439,20,115784,1984,3974,955,742,1067,1160,Northfield,44.455,-93.1698,20518,931.2,7
MN,2,2,0,30,45,2,2,0.5,0,1,2,1,0,30,2.057795018,2866,240800,41,258,0,2506,61,103106,1561,2865,886,728,942,1140,North Mankato,44.181,-94.0391,14238,872.2,7
MN,2,3,0,25,15,1,1,0.428571429,0,1,1,3,0,25,1.131024191,284,165900,20,28,0,236,0,101579,1289,1750,712,520,785,1069,Olivia,44.777,-94.9971,2358,371.2,7
MN,3,3,0,25,25,1.875,1,0.5,0,0,4,4,0,25,1.842803435,379,272300,15,3,0,361,0,110729,1875,3518,1217,1083,1393,1842,Osseo,45.1179,-93.3991,2634,1370,7
MN,3,2,1,35,35,2,2,0,0,1,3,1,0,35,2.845837266,4623,359300,0,333,0,4290,0,137841,2140,3554,1595,1868,1511,1658,Otsego,45.266,-93.6201,20455,266.7,4
MN,2,3,0,30,30,1,1,0.1,0,1,4,2,0,30,2.65271987,455,229400,10,28,0,417,0,83813,1590,2236,691,408,816,1132,Park Rapids,46.9169,-95.0576,4163,217.5,7
MN,2,3,0,60,75,2,2,0.4,0,0,1,1,0,60,1.305636202,736,86700,0,64,0,662,10,82685,926,894,627,412,696,714,Pipestone,43.9958,-96.3117,4171,388.4,3
MN,2,3,1,15.5,15,2,2,0.714285714,0,1,4,1,0,15.5,2.99781227,16715,458200,592,1862,65,13849,347,175191,2356,4915,1625,1388,1704,2155,Plymouth,45.0225,-93.4617,79918,943.3,4
MN,2,3,0,30,30,1,1,0.4,0,1,4,2,0,30,2.65271987,836,188800,97,55,0,672,12,76905,1419,2469,976,621,1003,1649,Princeton,45.5688,-93.5899,4898,383.8,7
MN,2,3,1,35,35,2,1,0.375,0,1,4,2,0,35,2.65271987,6492,396700,251,676,42,5435,88,149783,2222,4221,1447,1457,1360,1652,Prior Lake,44.7246,-93.4419,27608,654.3,4
MN,2,3,0,60,60,2,1,0.333333333,0,1,4,1,0,60,2.99781227,656,206700,10,33,0,613,0,118727,1425,2170,799,774,1143,1031,Proctor,46.7407,-92.2282,3113,357.6,3
MN,3,2,1,35,35,1,1,0.5,0,1,2,1,0,35,2.453636173,6484,335700,163,474,12,5753,82,119878,1939,3133,1738,1367,1775,1812,Ramsey,45.2617,-93.4494,27774,371.6,4
MN,2,3,1,22,10,2,2,0.466666667,0,1,1,2,0,22,1.476116591,3116,217200,85,175,0,2696,160,89382,1514,2369,910,800,1008,1222,Red Wing,44.5817,-92.6036,16627,184.3,7
MN,3,3,0,30,30,9.04,1,0.416666667,0,1,4,3,0,30,2.703468625,789,151000,41,30,6,696,16,93711,1212,1565,833,578,773,1151,Redwood Falls,44.547,-95.1031,5091,372.2,0
MN,2,3,0,30,30,2,1,0.222222222,0,0,1,1,0,30,1.305636202,3267,271000,183,293,6,2763,22,103954,1727,3053,1397,974,1566,2012,Robbinsdale,45.0261,-93.3332,14452,1996.4,4
MN,2,3,1,35,35,2,2,0,0,1,3,1,0,35,2.605611177,5796,387200,69,748,24,4886,69,158789,2170,3885,1521,942,1512,1813,Rosemount,44.7466,-93.0661,25993,301.8,4
MN,2,2,1,37.5,35,1,1,0.461538462,0,0,1,1,0,37.5,1.150021136,6447,337700,261,763,27,5318,78,125757,1954,4062,1250,1178,1422,1968,Roseville,45.0155,-93.1545,36066,1069.5,4
MN,2,3,0,35,35,2,2,0.529411765,0,1,4,2,1,35,3.12813125,7835,184400,334,677,31,6717,76,87689,1406,1794,944,794,972,1235,St. Cloud,45.534,-94.1718,116649,662.4,7
MN,2,3,1,30,30,1,1,0.473684211,0,1,2,1,1,30,2.688821464,44985,267300,1673,3976,140,38663,533,110668,1749,3380,1174,1061,1288,1559,St. Paul,44.9478,-93.1039,308806,2294.1,4
MN,2,3,1,28,50,1,1,0.375,0,1,1,1,0,28,1.821208991,2352,230200,146,131,0,2057,18,101531,1614,2648,927,793,933,1362,Sauk Rapids,45.5981,-94.1538,13830,849.3,7
MN,2,2,0,40,50,2,1,0.666666667,0,1,1,2,0,40,1.320501525,7638,379200,113,1134,0,6324,67,141385,2171,4236,1595,1200,1656,1702,Savage,44.7545,-93.3632,32441,802.8,4
MN,2,3,0,35,35,2,1,0.526315789,0,1,1,1,0,35,1.821208991,8717,357600,461,851,42,7225,138,125558,2124,3751,1417,1100,1406,1493,Shakopee,44.7745,-93.4772,44135,584.9,4
MN,2,2,1,35,35,2,2,0.75,0,1,3,1,0,35,2.449996111,5616,356400,149,730,8,4628,101,136921,2089,4234,1404,1325,1487,1828,Shoreview,45.0842,-93.1358,26846,962.7,4
MN,2,3,0,12,38,2,2,0.444444444,0,1,1,5,0,12,0.44083939,4148,254200,170,345,8,3560,65,101396,1675,2778,1094,802,1195,1689,South St. Paul,44.8877,-93.0411,20598,1413.9,7
MN,2,3,0,25,25,1.5,1.5,0.2,0,0,1,2,0,25,0.960543801,468,146100,12,53,0,398,5,89167,1198,1466,738,455,679,1319,Spring Valley,43.6888,-92.3897,2512,327.9,7
MN,2,3,1,18,30,2,2,0.333333333,0,0,1,2,0,18,0.960543801,1700,161200,21,49,20,1610,0,93125,1308,1994,921,567,1014,1229,Thief River Falls,48.1108,-96.1778,8871,570.6,7
MN,4,2,0,35,40,2,2,0.666666667,0,1,2,3,0,35,2.159292528,2835,313200,110,303,35,2368,19,120972,1821,3222,1155,1098,1212,1320,Vadnais Heights,45.057,-93.0748,12864,712.5,7
MN,2,3,1,27.5,25,1.75,2,0,0,1,4,3,0,27.5,2.30762747,448,205100,13,23,0,408,4,84500,1288,2295,790,949,754,982,Wabasha,44.3706,-92.042,2560,120.7,7
MN,2,2,0,32.5,30,1,1,1,0,0,1,2,0,32.5,0.804928735,611,157600,14,14,0,583,0,81607,977,1378,643,622,838,1062,Wadena,46.445,-95.1285,4328,310.8,3
MN,3,3,1,30,30,1.5,2,0.625,0,1,1,2,0,30,1.871957746,1805,186600,60,66,0,1628,51,79957,1364,2601,838,474,859,984,Waseca,44.0827,-93.5029,9208,827.7,7
MN,3,2,1,33.5,35,3.5,1,0.428571429,0,1,3,1,0,33.5,2.845837266,658,1055600,26,82,9,541,0,195294,4000,10000,1523,1161,2125,1556,Wayzata,44.967,-93.516,4365,544.3,1
MN,2,2,1,35,35,2,1,0.333333333,0,1,1,1,1,35,2.141005305,4163,298500,164,412,31,3497,59,106295,1778,3165,1460,1269,1484,1879,White Bear Lake,45.0656,-93.015,24317,1167.1,4
MN,1,3,0,20,20,1,1,0.375,0,1,3,2,0,20,1.864677622,2936,173800,7,217,0,2698,14,86478,1301,1533,791,582,753,1203,Willmar,45.1216,-95.0569,21006,570,7
MN,2,3,1,45,60,2.25,3,0.222222222,0,1,4,2,1,45,3.12813125,16145,413200,258,1963,110,13572,242,154683,2310,4412,1767,1623,1720,2222,Woodbury,44.9057,-92.923,75549,835.9,4
MS,3,3,0,31,30,1,1,0.473684211,0,1,4,1,1,31,3.869064806,5769,214000,120,326,6,5279,38,98555,1472,1523,1007,827,940,1170,Biloxi,30.4426,-88.9514,49141,441.9,7
MS,1,1,0,35,35,1.5,1,0.666666667,0,0,1,2,0,35,0.253472514,1034,130800,5,2,0,931,96,50556,1045,918,886,861,1007,862,Canton,32.5975,-90.0317,10951,198.6,3
MS,1,2,0,30,30,2,2,0.142857143,0,1,1,5,0,30,-0.110616832,1086,112800,13,29,0,1038,6,58611,1181,1705,745,386,619,907,Clarksdale,34.1933,-90.5693,14769,303.4,7
MS,2,3,0,47.5,60,1,1,0.5,0,0,4,2,0,47.5,2.137147081,1195,165300,0,62,0,1117,16,70630,1149,1676,842,542,792,1112,Cleveland,33.744,-90.7285,11082,564.7,3
MS,2,2,0,27.5,35,2.25,2,0.25,0,1,3,1,0,27.5,2.449996111,4442,216300,16,271,0,4097,58,95732,1507,1902,1179,964,1087,1375,Clinton,32.354,-90.3403,27668,255.1,7
MS,2,2,1,35,35,2,2,0.454545455,0,0,2,1,0,35,1.542222229,1337,128800,38,72,25,1182,20,80709,1193,1782,650,448,765,790,Greenwood,33.5126,-90.1993,14242,445.8,3
MS,3,3,1,47.5,35,1.5,2,0.304347826,0,1,1,1,1,47.5,2.692461527,8884,164500,360,672,30,7690,132,73870,1256,1323,988,809,936,1131,Gulfport,30.4274,-89.0704,228022,503.4,3
MS,3,3,1,36,35,2,2,0.076923077,0,1,4,2,0,36,3.048561025,4034,151400,92,144,0,3760,38,58986,1130,1138,1251,1109,1182,1309,Horn Lake,34.9512,-90.0501,26652,642.1,7
MS,3,2,1,45,35,1.5,1,0.416666667,0,1,2,2,0,45,2.108543773,16446,121600,353,1077,54,14574,388,72027,1206,1495,980,776,963,1092,Jackson,32.3157,-90.2125,335171,529.9,3
MS,3,2,0,45,45,2,2,0.2,0,0,1,1,0,45,1.545862291,1760,109700,17,78,24,1623,18,69485,1145,1423,738,292,777,847,Laurel,31.6956,-89.1449,17241,410,3
MS,3,2,0,35,35,1.25,1,0.285714286,0,0,3,2,0,35,1.985172077,3206,118400,93,253,34,2807,19,57192,1098,1483,824,704,808,977,Meridian,32.3846,-88.6896,34990,251.4,3
MS,1,3,0,45,75,2,2,0,0,0,4,1,0,45,2.086398326,687,141600,11,18,0,607,51,85858,1168,1360,886,806,909,894,New Albany,34.4909,-89.0201,7657,162.1,3
MS,3,3,1,40,30,2,1,0.285714286,0,0,1,3,1,40,1.486703937,2292,337400,45,232,0,2006,9,120000,1921,2777,1096,876,1100,1347,Oxford,34.3627,-89.5336,25713,373,7
MS,2,2,0,60,75,1,1,0.5,0,1,1,1,0,60,1.665593925,207,137800,4,3,0,200,0,59196,1107,1134,833,280,578,983,Poplarville,30.8391,-89.5306,2814,200.9,3
MS,3,3,1,20,25,6,2,0.4,0,1,3,1,1,20,3.476863713,5953,181100,114,388,8,5347,96,92809,1261,1700,922,760,949,1192,Tupelo,34.2692,-88.7318,37939,227.5,0
MO,2,2,1,40,45,1.75,1,0.428571429,0,1,2,2,0,40,1.712702618,6901,350700,11,719,0,5930,241,151250,1965,4243,1224,1074,1221,1881,Ballwin,38.595,-90.55,30948,1330.5,4
MO,2,3,1,25,45,1,1,0.416666667,0,1,1,1,0,25,1.821208991,10906,224600,238,697,0,9823,148,104631,1584,2813,1159,800,1104,1410,Blue Springs,39.0124,-94.2721,58720,1009.5,7
MO,2,3,0,47.5,60,1,1,0.333333333,0,1,3,3,0,47.5,1.915426377,1132,152700,11,52,0,1050,19,72551,1074,1082,691,506,763,944,Boonville,38.9587,-92.7472,7725,386.6,3
MO,3,3,0,50,35,2,1,0.571428571,0,1,4,2,0,50,3.048561025,1647,276000,13,203,0,1425,6,119727,1743,3605,1357,1273,1373,1588,Brentwood,38.6194,-90.3475,8173,1615.6,4
MO,2,2,0,45,45,2,2,0.75,0,0,1,2,0,45,0.804928735,662,171400,0,66,0,593,3,108561,1226,2316,1018,577,922,1194,Buckner,39.1335,-94.1929,2941,635.9,3
MO,2,2,0,35,35,1.5,1,0.333333333,0,1,3,1,0,35,2.449996111,443,146400,0,0,0,443,0,58125,1000,1277,720,480,706,901,Butler,38.2598,-94.3394,4541,431.1,3
MO,2,2,0,45,45,3,2,0.333333333,0,0,1,3,0,45,0.459836335,669,158000,18,0,0,651,0,84420,1181,1256,931,289,890,1108,Cameron,39.7444,-94.2329,9101,512,3
MO,2,3,1,26,35,2,2,0.4,0,1,4,1,0,26,2.99781227,5255,185800,51,563,0,4590,51,91284,1258,1435,822,670,815,1250,Cape Girardeau,37.3109,-89.5597,39795,525.3,7
MO,2,3,0,45,45,1,1,0.25,0,0,3,2,0,45,1.744945988,830,143600,0,199,0,631,0,67338,1144,1507,619,267,683,1079,Centralia,39.2105,-92.1342,4570,609.2,3
MO,3,3,1,60,45,1,1,0.3,0,0,1,1,0,60,1.701477357,1823,840000,56,270,0,1478,19,234526,3672,9995,1570,1316,1631,2196,Clayton,38.6444,-90.3303,17212,2650.9,1
MO,2,2,1,35,30,2,2,0.5,0,0,3,2,0,35,1.589330921,16282,253100,241,1294,4,14633,110,112934,1593,2427,997,806,943,1185,Columbia,38.9472,-92.3268,142637,725.2,3
MO,2,3,0,50,35,1.5,1,0.454545455,0,0,3,1,0,50,2.090038388,1579,170600,65,86,0,1362,66,97019,1367,1992,842,574,804,1312,Excelsior Springs,39.339,-94.24,10546,375.5,3
MO,2,3,0,35,35,1,1,0.125,0,0,1,1,0,35,1.305636202,9512,128300,274,269,21,8842,106,77956,1186,1878,1195,879,1130,1396,Florissant,38.7996,-90.3269,52167,1604.7,3
MO,2,3,0,10,10,2,2,0.333333333,0,0,1,1,0,10,1.305636202,1282,149500,9,0,0,1260,13,86591,1229,1427,784,511,934,793,Fulton,38.8551,-91.951,12648,396.1,7
MO,2,3,1,40,35,2,2,0.545454545,0,0,1,2,0,40,0.960543801,4539,197400,14,297,0,4140,88,88432,1424,2373,1048,916,1061,1402,Gladstone,39.2134,-94.5592,26964,1288.5,3
MO,2,2,0,35,35,1.625,1,0.125,0,1,2,1,0,35,2.057795018,3227,248400,24,164,0,3024,15,104040,1631,3044,1248,1064,1122,1343,Grain Valley,39.0171,-94.2084,15688,983,3
MO,2,3,0,55,75,4,1,0.285714286,0,1,4,3,0,55,2.30762747,3673,169900,113,212,0,3344,4,74396,1318,1914,945,801,923,1216,Grandview,38.8802,-94.5227,25921,679.5,3
MO,2,3,0,50,35,2,2,0.307692308,0,1,1,1,0,50,1.821208991,1387,174900,0,48,0,1327,12,97623,1360,1552,850,395,895,1127,Harrisonville,38.653,-94.3467,10024,391.6,3
MO,3,3,0,45,45,1,1,0.133333333,0,1,3,1,0,45,3.001452333,18816,156300,132,806,27,17582,269,82031,1276,1704,1020,877,1013,1231,Independence,39.0871,-94.3501,122218,605.2,3
MO,3,3,0,35,35,1,2,0.25,0,1,4,2,0,35,3.048561025,5951,184900,80,565,29,5186,91,97330,1255,1710,740,546,719,1075,Jefferson City,38.5676,-92.1759,42644,456.7,7
MO,3,2,1,35,35,1,1,0.566666667,0,1,4,1,1,35,3.71344974,74444,231100,1081,4570,241,67379,1173,103435,1581,2614,1131,981,1158,1307,Kansas City,39.1238,-94.5541,1689556,620.7,2
MO,1,2,1,45,45,1,1,0.666666667,0,0,1,1,0,45,0.75417998,1052,102000,16,44,0,990,2,87661,1052,951,598,392,598,900,Kennett,36.2403,-90.0481,10383,572.5,3
MO,3,3,0,35,35,2,2,0.272727273,0,0,2,1,0,35,2.09367845,6126,400600,40,848,13,5154,71,160369,2215,4526,1217,1015,1158,1453,Kirkwood,38.5788,-90.4203,29309,1232.4,4
MO,2,3,0,35,35,2,2,0.333333333,0,1,1,2,0,35,1.476116591,365,97800,0,71,12,282,0,64962,935,1119,750,481,681,845,Lamar,37.4945,-94.2791,4298,318.3,3
MO,2,3,0,45,45,2,2,0.285714286,0,1,3,3,0,45,1.915426377,1945,150100,45,68,0,1820,12,65978,1040,1195,782,466,796,951,Lebanon,37.6717,-92.6603,15023,396.1,3
MO,2,2,0,40,35,2,2,0.2,0,0,1,1,0,40,1.150021136,553,137800,0,0,0,534,19,90398,1062,1201,833,385,857,934,Lexington,39.1798,-93.8694,4592,339.1,3
MO,2,2,1,37.5,35,2,2,0.5,0,1,1,1,0,37.5,1.665593925,5422,257000,66,477,0,4813,66,114130,1666,3029,1004,881,981,1397,Liberty,39.2394,-94.4191,30299,402.9,3
MO,2,2,0,43,35,0.75,1,0.285714286,0,0,1,2,0,43,0.804928735,3857,291300,112,406,36,3221,82,125112,1723,3629,1214,1065,1274,1490,Manchester,38.583,-90.5064,18240,1399.6,3
MO,2,3,0,35,35,1.75,1,0.6,0,1,1,2,0,35,1.476116591,1347,243300,5,99,0,1150,93,93906,1606,3181,845,795,1043,1276,Maplewood,38.6121,-90.324,8205,2024.3,3
MO,2,1,0,35,35,2,2,0.5,0,0,1,3,0,35,0.304221269,1736,147900,27,43,0,1607,59,88289,1120,1197,741,446,765,1104,Marshall,39.1147,-93.201,13687,522.1,3
MO,2,3,1,35,35,3,1,0.222222222,0,0,2,1,0,35,1.697837295,4719,202800,74,254,19,4301,71,102689,1482,2620,1181,1046,1245,1553,Maryland Heights,38.7189,-90.4749,28099,495.8,3
MO,2,2,1,40,35,2,1,0.428571429,0,0,4,2,0,40,1.981532015,1111,152500,21,60,0,1030,0,75673,1096,1368,762,557,766,883,Maryville,40.3428,-94.8702,10691,647.6,3
MO,2,3,0,14,12,2,1,0.333333333,0,1,1,3,0,14,1.131024191,3897,218200,34,218,11,3577,57,100692,1347,1617,969,692,914,1153,Nixa,37.0453,-93.2959,23523,976.9,7
MO,2,3,1,12,12,2,2,0.454545455,0,1,2,1,0,12,2.213410084,21512,284600,378,1807,56,19026,245,123529,1746,3366,1311,1163,1255,1453,O'Fallon,38.785,-90.7175,91825,1162.3,7
MO,3,3,0,45,35,2,2,0,0,1,4,1,0,45,3.393653426,1526,466500,59,241,0,1182,44,148304,2026,5718,1332,1012,1329,1665,Olivette,38.6724,-90.3786,8431,1175,4
MO,2,3,0,18,35,2,2,0.272727273,0,1,4,3,0,18,2.30762747,4096,214400,32,257,0,3807,0,91591,1400,1823,963,891,846,1166,Ozark,37.0365,-93.2158,21459,682.1,7
MO,2,3,0,25,25,1,1,0.5,0,0,1,3,0,25,0.615451401,549,157900,9,0,0,540,0,79617,1139,1392,713,535,834,1103,Palmyra,39.7978,-91.5265,3613,449.6,7
MO,2,3,0,40,80,1.5,1,0,0,0,1,3,0,40,0.615451401,1149,161700,7,72,0,1063,7,79904,1149,1227,882,674,920,939,Perryville,37.7263,-89.8759,8536,403.9,3
MO,2,3,0,30,10,2,2,0.111111111,0,1,1,2,0,30,1.476116591,1617,240600,15,46,0,1556,0,122768,1622,2220,1100,539,831,1305,Pleasant Hill,38.8059,-94.2652,8822,422.1,7
MO,2,3,0,45,45,1.5,1,0.4,0,1,1,1,0,45,1.821208991,1604,98200,0,126,0,1437,41,56962,964,727,707,385,718,890,Poplar Bluff,36.7632,-90.4135,16313,479.4,3
MO,2,3,0,60,60,2,1,0.083333333,0,1,4,1,0,60,2.99781227,3478,166300,12,147,0,3261,58,84310,1230,1318,1018,787,891,1169,Republic,37.1452,-93.4446,18824,454.6,3
MO,2,2,0,45,45,2,2,0.2,0,0,2,1,0,45,1.542222229,911,138600,0,62,0,849,0,88433,1075,1335,743,559,834,822,Richmond,39.2755,-93.9729,5975,375.1,3
MO,2,2,1,35,35,1.5,2,0.25,0,1,2,1,0,35,2.057795018,412,308300,0,36,14,358,4,143333,1982,2752,874,768,912,837,Riverside,39.1703,-94.6306,4017,280.6,7
MO,2,3,0,42,50,2,2,0.230769231,0,1,2,2,1,42,2.343729064,1694,169000,47,103,0,1534,10,80926,1153,1226,760,610,831,1047,Rolla,37.9459,-91.7607,20025,637.5,3
MO,3,3,1,35,35,1,1,0.5,0,1,4,1,0,35,3.393653426,13116,266400,95,1149,26,11512,334,117872,1674,2875,1115,1039,1143,1300,St. Charles,38.7954,-90.5157,70687,1084.4,4
MO,2,3,1,45,60,1,1,0,0,0,3,3,0,45,1.399853587,542,148100,12,28,0,502,0,101548,1131,1347,741,617,763,837,Ste. Genevieve,37.9755,-90.0477,4965,491.6,3
MO,2,3,0,45,45,2,1,0.357142857,0,1,1,1,0,45,1.821208991,9868,143300,300,379,0,9032,157,82083,1184,1209,854,668,857,1050,St. Joseph,39.7598,-94.821,75033,633,3
MO,2,3,0,40,35,1,1,0.571428571,0,0,1,1,1,40,1.781047582,40757,194200,851,2644,146,36611,505,94480,1417,2092,938,833,1066,1152,St. Louis,38.6359,-90.2451,2130881,1864.3,3
MO,2,3,0,25,25,1.75,1,0.25,0,1,1,1,0,25,1.821208991,2148,205500,17,21,0,2102,8,89405,1376,1760,878,629,799,1177,Warrensburg,38.7627,-93.726,19317,792.9,7
MO,2,3,0,42.5,25,2,1,0,0,1,1,4,0,42.5,0.78593179,1407,169200,23,68,26,1290,0,83203,1298,1601,882,512,890,1150,Warrenton,38.8187,-91.1385,8648,369.1,3
MO,2,2,0,45,45,1.75,2,0.2,0,1,1,3,0,45,0.975409124,3193,195400,58,336,0,2698,101,103772,1353,1717,764,486,738,1132,Washington,38.5515,-91.0154,14769,590.3,3
MO,2,3,0,37.5,35,2,2,0.25,0,0,1,3,0,37.5,0.615451401,1892,141700,27,85,38,1733,9,72400,1104,1077,897,316,1008,940,Webb City,37.1412,-94.4676,13002,580.9,3
MO,2,3,0,45,12,1,1,0.5,0,0,1,1,0,45,1.305636202,5375,364800,160,598,8,4553,56,145406,2145,4699,1524,1206,1298,1744,Webster Groves,38.5866,-90.3544,23838,1556.5,4
MO,2,3,0,47.5,35,2,2,0.333333333,0,1,1,3,0,47.5,1.131024191,10444,295300,77,897,70,9339,61,122500,1822,3489,1169,930,1138,1453,Wentzville,38.8153,-90.8669,44584,822.5,3
MT,3,5,0,27,30,1,1,0.466666667,0,1,3,2,0,27,2.967590065,19270,288800,503,1614,44,16915,194,98125,1601,2584,1064,866,1048,1331,Billings,45.7891,-108.5526,131519,998.3,7
MT,3,3,1,35,35,1,1,0.727272727,0,1,1,1,1,35,2.692461527,6214,557100,49,256,143,5660,106,122228,2101,3641,1447,1056,1379,1906,Bozeman,45.6833,-111.0558,65279,990.1,4
MT,3,3,1,35,35,2,1,0.428571429,0,1,1,1,0,35,2.217050146,10492,224600,127,543,26,9728,68,82944,1398,2190,828,642,873,1090,Great Falls,47.5022,-111.2996,67300,1008.5,7
MT,1,2,0,35,30,1.5,2,0.5,0,0,1,1,0,35,0.75417998,1502,197900,28,114,0,1360,0,93209,1438,2180,815,589,748,1077,Havre,48.5427,-109.6804,9332,971.5,3
MT,3,4,0,25,25,1.5,1,0.285714286,0,1,1,2,0,25,2.027572812,862,179100,21,109,19,713,0,62917,1175,1740,818,625,888,1214,Lewistown,47.0514,-109.4524,5988,404,7
MT,2,3,0,35,35,8,2,0.4,0,1,1,3,0,35,1.131024191,448,201900,5,0,0,443,0,74219,1262,1961,720,589,862,1185,Shelby,48.5031,-111.8614,3058,204.2,0
NE,2,3,0,10,10,3,5,0.1,0,1,1,4,0,10,0.78593179,1209,174800,0,27,0,1152,30,86422,1359,2568,728,564,792,821,Alliance,42.1025,-102.8766,8118,640.4,0
NE,2,3,0,50,40,2,2,0.230769231,0,1,4,2,0,50,2.65271987,1620,134000,39,91,0,1479,11,82926,1197,1959,686,544,792,746,Beatrice,40.2736,-96.7455,12237,498.5,3
NE,2,3,0,45,35,3,2,0.428571429,0,1,1,1,0,45,1.821208991,1482,219400,8,97,10,1342,25,120346,1596,3175,932,680,898,1069,Blair,41.5416,-96.1359,7813,547.4,3
NE,2,3,0,50,35,2,2,0.4,0,1,4,1,0,50,2.99781227,778,144100,0,73,0,705,0,75313,1183,1862,832,658,892,1079,Chadron,42.826,-103.0025,5255,520,3
NE,2,3,0,35,35,2,1,0.25,0,0,1,2,0,35,0.960543801,579,113500,24,0,0,535,20,78359,1120,2407,810,470,832,874,Cozad,40.8613,-99.9863,3943,582,3
NE,0,2,0,47,50,3,2,0.333333333,0,0,1,2,0,47,0.013246425,581,230900,0,25,0,556,0,119148,1789,3445,791,623,831,1182,Crete,40.6253,-96.9575,7093,721.1,3
NE,2,3,1,32,32,2,1,0,0,0,1,1,0,32,1.305636202,473,121800,0,8,0,458,7,75268,1190,2069,687,577,759,907,Fairbury,40.1448,-97.1764,3913,595.8,3
NE,3,3,0,30,30,2,2,0.142857143,0,0,4,1,0,30,2.878080636,6444,193000,95,455,5,5850,39,97093,1455,2766,886,733,922,1080,Grand Island,40.9218,-98.3586,52822,677.9,7
NE,2,3,0,45,60,2,2,0.461538462,0,1,4,1,0,45,2.99781227,4727,231800,48,356,7,4255,61,103651,1660,3444,897,741,864,1118,Kearney,40.7011,-99.0833,33809,877.4,3
NE,2,3,0,32,35,2,1,0.428571429,0,1,4,1,0,32,2.99781227,2903,224400,44,220,0,2607,32,109717,1641,4146,1183,1095,1261,1241,La Vista,41.1816,-96.0664,16713,1146.7,7
NE,3,3,1,35,35,1.5,1,0.157894737,0,1,4,1,0,35,3.393653426,42722,232400,1260,3857,210,36697,698,106277,1572,3732,998,845,1013,1329,Lincoln,40.8099,-96.6784,290531,1132.1,4
NE,2,2,0,35,35,2,2,0,0,1,1,3,1,35,1.450820505,1016,150400,30,61,22,903,0,87096,1179,1823,782,666,802,741,McCook,40.2046,-100.6216,7412,524.2,3
NE,2,3,1,10,10,1,1,0.333333333,0,0,3,1,0,10,2.090038388,908,155800,4,98,0,800,6,100139,1346,2735,901,601,939,1104,Nebraska City,40.6762,-95.8613,7257,563.4,7
NE,3,3,1,35,35,1.5,2,0.5,0,1,3,1,1,35,3.476863713,75468,217700,2011,5833,319,66022,1283,107987,1646,3682,1099,940,1149,1382,Omaha,41.2627,-96.0529,821345,1323.9,2
NE,2,3,0,36,25,2,2,0.416666667,0,0,1,1,0,36,1.305636202,1118,175000,0,52,0,1066,0,90417,1466,2664,965,569,937,1292,Plattsmouth,41.0054,-95.894,6585,767.5,3
NE,2,3,0,35,35,1.5,2,0.461538462,0,1,4,1,0,35,2.99781227,981,208800,65,21,0,895,0,115230,1575,2923,932,635,856,1111,Seward,40.9099,-97.0957,7667,664.4,3
NE,2,3,0,75,75,1,1,0.4,0,1,4,1,0,75,2.99781227,950,135100,0,37,0,882,31,75347,1349,2543,852,554,923,727,Sidney,41.1341,-102.9681,6407,330.5,3
NE,2,3,0,40,35,2,2,0.4,0,1,4,1,0,40,2.99781227,849,185100,50,10,17,765,7,106959,1524,3284,924,785,1036,849,Wahoo,41.2166,-96.6172,4832,623.8,3
NV,2,2,0,35,35,2,2,0.5,0,1,1,1,0,35,1.665593925,2895,300400,0,87,0,2802,6,117813,1783,1686,1142,845,1128,1481,Elko,40.8381,-115.7678,20513,443.8,3
NV,3,2,1,35,35,1,1,0.545454545,0,1,4,1,1,35,3.71344974,56443,432100,646,3439,64,51850,444,113897,1943,2319,1641,1337,1582,1834,Henderson,36.0133,-115.0381,318063,1153.8,4
NV,2,2,1,35,35,1,1,0.210526316,0,1,3,1,1,35,2.925407491,91083,373200,1787,4613,218,83881,584,98721,1758,1931,1356,1066,1293,1641,Las Vegas,36.2333,-115.2654,2248047,1755.1,2
NV,4,3,1,35,35,2,2,0.538461538,0,1,4,1,0,35,3.789494581,3705,332500,73,161,4,3450,17,82843,1484,1932,1086,779,1091,1190,Mesquite,36.8032,-114.133,20659,251.1,7
NV,3,3,1,35,35,1,1,0.52,0,1,3,1,1,35,3.476863713,34870,471300,354,2287,43,31896,290,117629,1956,2262,1360,1124,1407,1771,Reno,39.5497,-119.8483,457702,940.5,4
NV,2,2,0,35,35,1,1,0.571428571,0,1,4,3,0,35,2.152012404,17217,433900,526,1403,179,14979,130,106620,1887,2126,1526,1214,1532,1766,Sparks,39.5736,-119.7161,108025,1143,4
