State,Reviewing and approving authorities for projects not requiring rezoning,Reviewing and approving authorities for rezoning,Allows Accessory Dwelling Units,Median height restriction (feet),Modal height restriction (feet),Median parking spaces required,Modal parking spaces required,Proportion of residential districts (including mixed use) in municipality that permit multi-family housing,Explicit growth controls index,Open space requirements index ,Minimum lot size index,Maximum permitted density index,Inclusionary zoning programmes index,Maximum height index,Zoning Restrictiveness Index,Owner-occupied housing units with a mortgage,Mortgage Value Median (dollars),Only Second mortgage,Only Home equity loan,Both second mortgage and home equity loan,No second mortgage and no home equity loan,Home equity loan without a primary mortgage,Median household income (dollars),Median Monthly Household Costs (dollars),Median Real Estate Taxes (dollars),Median Gross Rent Total,Median Gross Rent Total 1 bedroom,Median Gross Rent Total 2 bedroom,Median Gross Rent Total 3 bedroom,City,lat,lng,population,density,Cluster
CA,2,3,1,40,40,1,1,0.428571429,0,0,2,1,1,40,2.173248675,22114,636900,778,1642,48,19480,166,139059,2761,5066,2020,1635,1940,2435,Corona,33.8616,-117.5649,158346,1532.6,4
CA,3,2,1,26,40,2,1,0.666666667,0,0,1,1,1,26,2.021273671,1950,1948500,28,334,0,1568,20,186154,4000,10000,3046,2199,3107,4000,Coronado,32.6649,-117.1604,18871,933.5,1
CA,2,2,1,35,35,2,1,0.111111111,0,1,1,1,0,35,1.665593925,6531,648600,122,536,14,5742,117,132331,2699,5153,1777,1604,1782,2165,Covina,34.0903,-117.8818,50717,2783.5,4
CA,3,2,1,45,45,1,1,0.571428571,0,1,2,1,1,45,2.929047554,345,247600,0,24,0,321,0,70987,1121,1950,1122,990,1052,1447,Crescent City,41.7728,-124.1902,6379,1254.6,4
CA,2,3,1,29.5,28,3,9,0.714285714,0,1,1,1,1,29.5,2.296620371,6304,1152600,139,531,18,5542,74,168533,3845,7535,2606,2194,2511,4000,Dana Point,33.4733,-117.6967,33025,1966,1
CA,2,2,1,35,35,2,1,0.428571429,0,1,4,1,1,35,3.317608584,4568,261900,116,148,19,4233,52,79346,1514,1896,1075,579,1053,1144,Delano,35.7662,-119.2635,50498,1324.9,7
CA,2,3,0,15,15,1,1,0.625,0,1,1,1,1,15,2.296620371,12122,1180800,289,1660,59,10001,113,248026,4000,10000,3094,2650,3068,4000,Dublin,37.7161,-121.8963,71068,1801.8,1
CA,2,2,1,35,20,1,1,0.761904762,0,1,3,1,1,35,2.925407491,10223,606200,186,1085,5,8808,139,116037,2589,4376,1686,1434,1758,2277,El Cajon,32.8017,-116.9604,105721,2813.3,4
CA,2,2,1,30,30,1.1,2,0.461538462,0,1,2,1,1,30,2.533206398,6579,609000,126,364,33,5963,93,91102,2398,5210,1605,1239,1653,2053,El Monte,34.0739,-118.0291,108682,4390.7,4
CA,2,2,1,45,45,2,1,0.625,0,1,1,1,0,45,1.665593925,2289,1531000,30,338,0,1872,49,185917,4000,9850,2476,1851,2663,3324,El Segundo,33.917,-118.4018,17081,1210.3,1
CA,2,2,1,12,12,2,1,0.666666667,0,1,1,1,1,12,2.141005305,1429,656000,21,83,14,1311,0,186696,2916,6988,2840,2752,3323,3250,Emeryville,37.8382,-122.2932,12840,3893.8,1
CA,2,2,1,30,30,2,2,0.380952381,0,1,4,1,1,30,3.317608584,9905,1451600,268,1601,26,7917,93,211834,4000,9047,2480,1951,2617,3074,Encinitas,33.0492,-117.261,61942,1255.1,1
CA,3,2,1,35,35,2,2,0.363636364,0,1,1,2,1,35,2.19175406,1318,264200,98,18,16,1186,0,87188,1685,2331,1184,535,1069,1318,Exeter,36.2941,-119.1459,10327,1620.2,7
CA,2,2,1,30,30,1.5,1,0.75,0,1,1,1,1,30,2.141005305,1185,247900,0,23,0,1162,0,60906,1360,1370,890,624,1058,1058,Farmersville,36.305,-119.2083,10393,1773.5,7
CA,2,3,1,30,10,2,1,0.571428571,0,1,2,2,1,30,2.343729064,14356,695300,213,1372,30,12531,210,181061,3014,6226,2164,1734,2125,2598,Folsom,38.6668,-121.1422,81077,1122.8,1
CA,2,2,0,32.5,30,2,1,0.666666667,0,1,1,4,0,32.5,0.630316724,1807,342300,104,132,0,1571,0,95998,1693,2838,1113,842,1124,1539,Fortuna,40.5862,-124.1419,12527,920.9,7
CA,2,2,1,24,24,1.75,1,0.75,0,1,1,1,1,24,2.141005305,7735,933200,162,1064,32,6436,41,152104,3136,6178,2412,2117,2345,2694,Fountain Valley,33.7105,-117.9514,56754,2415.7,1
CA,3,2,1,30,30,1,1,0.466666667,0,1,1,1,1,30,2.53684646,32589,1258400,639,3509,137,27989,315,227669,3821,9658,2824,2347,2844,3304,Fremont,37.5265,-121.9843,228795,1131,1
CA,4,2,1,37.5,40,1,1,0.481481481,2,1,4,2,1,37.5,4.230468748,58657,327400,1052,3033,233,53918,421,99140,1811,2625,1227,971,1198,1574,Fresno,36.783,-119.7939,725276,1805.3,2
CA,2,2,1,25,10,2,2,0.666666667,0,1,1,1,1,25,2.141005305,6376,646800,110,512,68,5614,72,116609,2586,4884,1638,1412,1705,2183,Gardena,33.8943,-118.3072,60377,3999.2,4
CA,2,2,1,35,35,1.5,1,0.55,0,1,3,1,1,35,2.925407491,7584,773700,231,761,108,6422,62,146826,3070,5655,2083,1653,2073,2559,Glendora,34.1449,-117.8467,52095,1030.9,1
CA,2,2,1,35,65,1,1,0.6,0,1,1,1,1,35,2.141005305,1574,428100,43,138,0,1379,14,98947,1943,3235,1627,1220,1386,1855,Greenfield,36.3242,-121.2428,18998,2516.8,4
CA,2,2,1,30,30,1,1,0.3125,0,1,4,1,1,30,3.317608584,766,292700,0,31,0,695,40,97381,1439,2185,1116,770,1035,1404,Gridley,39.3622,-121.6971,7444,1377.5,7
CA,2,2,0,18,20,2,2,0.857142857,0,0,1,1,1,18,1.625432516,1965,673000,0,76,0,1872,17,122228,2233,4167,1799,1218,1818,2150,Grover Beach,35.1204,-120.6197,12757,2130.4,4
CA,2,2,0,17,14,2,1,0.4,0,0,1,2,1,17,1.280340115,930,423400,14,14,0,902,0,76316,1409,2694,1299,474,1018,1716,Gustine,37.2545,-120.9949,6122,1257.4,7
CA,3,2,1,45,35,1,1,0.714285714,0,1,2,1,1,45,2.929047554,5762,683800,223,424,36,5026,53,138894,3105,7635,2759,1924,2243,3240,Hercules,38.0064,-122.2564,26041,1567.9,1
CA,4,2,1,30,30,1,1,0.5,0,1,1,1,1,30,2.932687616,3306,1986100,59,535,36,2662,14,250000,4000,10000,2659,2349,3017,4000,Hermosa Beach,33.8653,-118.3962,19551,5294.4,1
CA,2,2,1,35,35,2,1,0.5,0,1,4,1,1,35,3.317608584,13241,342500,284,240,5,12712,0,91663,1761,2295,1436,916,1249,1684,Hesperia,34.3975,-117.3147,99878,530.6,4
CA,3,2,1,35,35,2,1,0.692307692,0,1,3,1,1,35,3.321248647,28273,1004000,636,3132,91,24076,338,160797,3387,6665,2318,2029,2292,2944,Huntington Beach,33.696,-118.0018,197481,2825.9,1
CA,2,2,1,20,20,1,1,0.416666667,0,1,3,2,1,20,2.580315091,319,226200,0,0,0,319,0,75250,1185,1326,942,710,874,1148,Huron,36.2041,-120.0961,6260,1455,7
CA,2,2,1,27.5,50,2,1,0.833333333,0,1,4,1,1,27.5,3.317608584,31894,1043800,540,3480,74,27403,397,195078,3757,9236,2749,2333,2860,4000,Irvine,33.6772,-117.7738,304527,1792.1,1
CA,3,2,1,35,35,1,1,0.333333333,6,1,4,2,1,35,4.767168099,1936,333700,48,64,0,1824,0,101346,1888,2873,1165,425,1086,1394,Kingsburg,36.5244,-119.5602,12490,1297.4,6
CA,3,2,1,35,35,1,1,0.714285714,0,1,1,1,1,35,2.53684646,7996,692800,212,779,32,6959,14,125985,2798,4751,1876,1696,1901,2285,La Habra,33.9282,-117.9515,62904,3212.8,4
CA,2,2,1,35,35,2,1,0.5,0,1,1,1,1,35,2.141005305,840,352800,0,61,0,779,0,146897,2063,3363,863,838,817,1790,Lakeport,39.0392,-122.9218,5014,633,4
CA,3,3,1,35,25,2,1,0.666666667,0,1,2,1,1,35,3.08466262,13423,704400,212,943,27,12093,148,141637,2814,5408,2233,1600,2117,2680,Lakewood,33.8471,-118.1222,81499,3349.6,1
CA,2,3,1,15,12,2,1,0.285714286,0,0,4,2,1,15,2.612558461,21982,385700,339,828,20,20781,14,100348,2019,3584,1576,1185,1403,1735,Lancaster,34.6935,-118.1753,171465,702.2,4
CA,1,2,1,16,16,1,1,0.666666667,0,1,3,2,1,16,2.184473936,2152,880600,58,207,18,1859,10,167500,3159,5597,2158,1631,2042,2683,La Palma,33.8504,-118.0407,15522,3365.9,1
CA,3,2,1,20,10,1,1,0.333333333,0,1,1,2,1,20,2.19175406,1968,1780300,19,235,0,1698,16,250000,4000,10000,2714,2351,2659,4000,Larkspur,37.9393,-122.5312,12969,1669.6,1
CA,1,2,0,30,25,2,2,0.25,0,1,1,1,1,30,1.74516415,4100,594300,198,262,0,3615,25,106034,2373,4323,1692,1240,1739,2225,Lemon Grove,32.7331,-117.0344,27482,2735.7,4
CA,3,3,0,35,35,1,1,0.333333333,0,1,1,1,1,35,2.692461527,10801,585800,169,887,48,9578,119,124896,2558,6045,2067,1292,1817,2139,Lincoln,38.8774,-121.2937,50131,800.8,4
CA,2,2,1,10,10,2,2,0.7,0,1,1,2,1,10,1.795912905,1192,304400,80,9,0,1095,8,95500,1736,2205,781,562,789,1363,Live Oak,36.986,-121.9804,17707,2108.4,7
CA,3,2,1,52.5,75,2,2,0.5,0,0,3,1,1,52.5,2.805675857,8580,448500,101,531,0,7905,43,117883,2039,3176,1473,1014,1443,1844,Lodi,38.1218,-121.2932,73239,1882.7,4
CA,2,2,1,22.5,10,1,0,0.333333333,0,1,3,2,1,22.5,2.580315091,2120,519200,0,78,0,2024,18,140982,2468,4896,1637,1433,1629,2152,Loma Linda,34.045,-117.2498,24883,1104.5,4
CA,3,2,1,25,25,1,1,0.535714286,0,1,1,1,1,25,2.53684646,49727,709600,1180,4219,321,43549,458,129844,2808,5122,1698,1517,1858,2185,Long Beach,33.7977,-118.167,462293,3522.5,2
CA,3,3,1,25,60,1.5,1,0.6,0,1,1,1,1,25,2.692461527,1114,965800,15,153,6,940,0,174167,3487,6585,2255,1518,2208,2752,Los Alamitos,33.7971,-118.0592,11728,1129.8,1
CA,3,2,1,35,45,1.5,1,0.4,0,1,1,1,1,35,2.53684646,362321,833300,8203,35181,2221,313442,3274,137138,3235,6119,1791,1602,2043,2351,Los Angeles,34.1141,-118.4068,11922389,3184.7,5
CA,2,2,1,15,15,2,1,0.25,0,1,1,2,1,15,1.795912905,4833,401200,69,85,63,4616,0,91125,1982,3182,1433,1294,1185,1506,Los Banos,37.063,-120.8406,45560,1759.6,4
CA,2,2,0,35,35,1,1,0.4,0,1,1,1,1,35,2.141005305,1097,244300,0,19,0,1078,0,57782,1421,2352,1024,678,990,1110,McFarland,35.6781,-119.2413,13971,1774,3
CA,2,2,1,45,45,2,1,0.7,0,1,1,1,1,45,2.141005305,1469,554100,0,0,0,1450,19,107216,2518,4119,1343,1169,1280,1804,Mammoth Lakes,37.6273,-118.99,7253,112.6,4
CA,2,2,1,30,35,1.5,1,0.642857143,0,1,1,2,1,30,1.795912905,13160,527100,332,867,21,11862,78,119164,2433,4365,1803,1101,1620,2014,Manteca,37.7927,-121.2264,90678,1512.3,4
CA,3,3,1,30,40,1,1,0.260869565,0,1,4,1,1,30,3.869064806,7810,763100,109,826,0,6776,99,158317,2919,6383,2188,1750,2201,2718,Martinez,37.9985,-122.1161,37093,1132.8,1
CA,2,2,1,37.5,35,1.25,1,0.571428571,0,1,2,1,1,37.5,2.533206398,4310,2000000,87,759,7,3431,26,250000,4000,10000,2895,2443,3484,4000,Menlo Park,37.4685,-122.1673,33324,1287.9,1
CA,3,2,1,40,40,2,2,0.352941176,0,1,3,1,1,40,3.321248647,8085,331700,173,259,0,7637,16,88847,1786,2487,1197,931,1158,1321,Merced,37.3057,-120.4779,160638,1455.9,4
CA,2,2,1,30,35,1,1,0.5,0,1,4,1,1,30,3.317608584,2551,2000000,81,493,20,1957,0,250000,4000,10000,2988,2393,4000,4000,Mill Valley,37.9086,-122.5421,14199,1146.4,1
CA,3,2,1,31.5,15,1.25,1,0.25,0,1,3,2,1,31.5,2.976156246,3722,515900,89,214,9,3391,19,106875,2196,2971,1706,1330,1564,2009,Montclair,34.0715,-117.6981,37842,2641.7,4
CA,3,3,1,45,50,2,2,0.333333333,0,0,1,2,0,45,1.356384957,5200,641200,69,396,52,4628,55,122981,2579,5316,1701,1330,1783,2074,Montebello,34.0155,-118.1108,62056,2877.1,4
CA,2,2,1,30,30,1,1,0.533333333,0,1,4,1,1,30,3.317608584,7924,1098800,324,804,52,6628,116,219693,3981,8909,2249,1647,2232,2831,Morgan Hill,37.1325,-121.6419,45291,1351.6,1
CA,2,2,1,15,14,1,0.5,0.714285714,6,1,1,2,1,15,3.194723665,1818,841100,5,176,0,1609,28,131389,2797,5177,1734,1476,1817,1990,Morro Bay,35.3682,-120.8482,10766,778.6,6
CA,2,3,0,35,35,1.5,1,0.666666667,0,1,1,1,1,35,2.296620371,3814,529200,185,257,14,3343,15,97447,2290,3582,1504,1281,1608,1920,National City,32.6654,-117.0983,56345,2960.7,4
CA,2,2,1,35,35,2,2,0.2,0,0,2,1,1,35,2.017633609,4444,680000,107,396,14,3917,10,141613,2862,4807,1884,964,1181,2030,Norco,33.9252,-117.5498,25328,705.7,4
CA,2,2,1,30,30,2,1,0.5,6,0,4,2,1,30,3.855754154,1158,925700,27,104,0,1027,0,137833,3313,8024,1834,1081,1919,2524,Ojai,34.4488,-119.2469,7610,674.5,6
CA,2,2,1,35,35,2,1,1,0,1,1,1,1,35,2.141005305,18654,609000,259,1104,45,17024,222,119419,2506,4495,1907,1598,1802,2341,Oxnard,34.1964,-119.1815,369962,2944.1,4
CA,3,2,1,35,35,2,1,0.384615385,0,0,3,1,1,35,2.805675857,23467,415900,567,1208,112,21490,90,100595,2209,4386,1625,1163,1420,1762,Palmdale,34.5944,-118.1057,166895,607.5,4
CA,3,2,1,18,18,2,1,0.428571429,0,1,4,1,1,18,3.71344974,8490,476500,262,607,31,7534,56,116452,2504,4603,1564,1187,1690,2003,Palm Desert,33.7378,-116.3695,51290,739.6,4
CA,2,2,0,30,30,2,1,0.5,0,0,1,2,1,30,1.280340115,2868,2000000,88,314,5,2455,6,250000,4000,10000,3056,2135,2814,4000,Palos Verdes Estates,33.7872,-118.3973,13219,1068.7,1
CA,2,2,0,35,35,2,1,0.666666667,0,0,1,2,0,35,0.804928735,1312,220000,15,6,19,1219,53,67857,1361,1702,976,647,886,1270,Parlier,36.6087,-119.5434,14625,2344.3,3
CA,3,2,1,39.5,16,2,1,0.555555556,0,1,3,1,1,39.5,3.321248647,7333,603100,243,299,19,6706,66,112232,2447,4376,1702,1339,1745,2221,Pico Rivera,33.9901,-118.0888,61561,2858.4,4
CA,3,2,1,24,75,2,2,0.333333333,0,1,4,1,1,24,3.71344974,3242,685200,26,320,42,2797,57,140708,2789,6305,2409,1460,2139,3136,Pinole,37.9931,-122.2833,18946,1433.3,1
CA,2,3,1,40,40,2,2,0.269230769,0,1,4,1,1,40,3.473223651,10016,578300,248,519,43,9143,63,132818,2516,4893,2134,1744,2203,2177,Pittsburg,38.0182,-121.8965,76419,1669.3,4
CA,3,2,1,35,35,2,2,0.1,0,0,4,2,1,35,2.85278455,2012,429600,0,129,0,1883,0,103561,2128,3479,1182,853,1132,1773,Placerville,38.7308,-120.7979,10744,710.3,4
CA,2,2,1,40,45,1,1,0.333333333,0,1,4,1,1,40,3.317608584,14784,544600,346,697,162,13178,401,103486,2252,3695,1631,1305,1647,1997,Pomona,34.0585,-117.7626,149831,2516.9,4
CA,1,1,1,30,35,2,2,0.6,0,1,4,1,1,30,2.766152363,6798,260400,202,339,0,6225,32,91484,1540,1862,1086,736,1022,1310,Porterville,36.0643,-119.0338,71669,1293.9,7
CA,3,2,1,30,30,1,1,0.75,0,0,1,1,1,30,2.021273671,2333,529700,15,121,5,2192,0,104934,2335,4696,1889,1169,1903,2472,Port Hueneme,34.1618,-119.2036,21847,1910.6,4
CA,1,1,1,15,15,1,1,0.285714286,0,1,4,2,1,15,2.421059963,8875,922900,223,1098,84,7375,95,173695,3339,6858,2165,1688,2026,2505,Poway,32.9871,-117.0201,48737,481.5,1
CA,2,2,1,47.5,65,1.5,1,0.4,0,1,4,1,1,47.5,3.317608584,11236,437700,216,663,8,10329,20,116270,2193,3911,1599,1284,1570,1898,Rancho Cordova,38.5737,-121.2527,79128,883.8,4
CA,2,2,1,20,20,1,1,0.375,0,1,3,1,1,20,2.925407491,3645,759900,140,299,28,3156,22,161699,3009,7091,1642,876,1563,2637,Rancho Mirage,33.7635,-116.4271,17257,263.4,4
CA,2,2,1,35,35,1,1,0.222222222,0,0,1,2,1,35,1.280340115,10287,865800,233,1162,24,8785,83,190530,3283,6610,2441,2138,2590,3251,Rancho Santa Margarita,33.6318,-117.5988,47702,1424.7,1
CA,2,2,1,30,30,2,2,0.7,0,1,1,1,1,30,2.141005305,11179,1229300,140,1220,18,9693,108,189171,3866,9367,2464,2159,2464,3221,Redondo Beach,33.8577,-118.3765,70620,4399.5,1
CA,2,2,1,50,35,1,1,0.6,0,1,2,1,1,50,2.533206398,10164,1841100,220,1761,133,7960,90,250000,4000,10000,2899,2573,3258,4000,Redwood City,37.5025,-122.2253,83077,1658.9,1
CA,2,2,1,35,35,1,1,0.375,0,0,2,4,0,35,0.506945028,2358,297800,89,70,31,2148,20,88956,1816,2477,1139,904,1094,1330,Reedley,36.5988,-119.4471,25248,1749.8,7
CA,3,3,1,15,10,1.5,1,0.5,0,1,4,1,1,15,3.869064806,3032,643300,65,187,0,2780,0,160333,2597,4847,1728,1237,1556,2154,Ripon,37.7417,-121.131,16092,1166.9,4
CA,3,2,1,35,35,2,2,0.444444444,0,1,4,1,1,35,3.71344974,36905,496100,1010,1999,105,33516,275,119434,2273,3505,1711,1419,1705,2034,Riverside,33.9381,-117.3949,2332836,1503.9,4
CA,3,2,0,32.5,35,2,1,0.4,0,1,2,2,1,32.5,2.583955153,12440,647600,524,1344,53,10316,203,159586,2897,6067,2109,1643,2097,2321,Rocklin,38.8075,-121.2489,71676,1397,1
CA,3,2,1,35,35,2,1,0.181818182,6,1,3,1,1,35,4.720059406,5898,636100,153,503,9,5196,37,131071,2646,4777,2131,1758,2209,2642,Rohnert Park,38.3479,-122.6965,44461,2356.1,6
CA,2,2,1,27.5,25,1,1,0,6,1,3,2,1,27.5,3.979125851,1001,2000000,38,151,0,804,8,250000,4000,8096,1898,1134,2323,2375,St. Helena,38.5063,-122.4682,5426,422.6,6
CA,2,2,1,30,45,2,1,0.583333333,0,1,2,1,1,30,2.533206398,11328,1167200,138,2079,64,8920,127,189265,4000,8090,2289,2043,2311,3311,San Clemente,33.4499,-117.6102,64232,1351,1
CA,4,2,0,30,30,2,1,0.631578947,0,1,3,1,1,30,3.717089802,172323,793800,3233,16342,640,150658,1450,148945,3028,5992,2080,1773,2222,2641,San Diego,32.8313,-117.1222,3046560,1639.7,2
CA,2,2,1,23.5,35,1,1,0.75,0,1,1,1,1,23.5,2.141005305,2570,620800,49,233,0,2156,132,121400,2533,5042,1637,1430,1710,1895,San Fernando,34.2886,-118.4362,23958,3895.9,4
CA,3,3,1,40,40,1,1,0.8125,0,1,3,1,1,40,3.476863713,88993,1409500,1404,11443,476,74675,995,222823,4000,10000,2316,2338,2771,3017,San Francisco,37.7558,-122.4449,3364979,7030.7,2
CA,2,2,1,45,30,1,1,0.388888889,0,1,4,1,1,45,3.317608584,125576,1179900,2467,15000,852,105661,1596,205798,3830,9932,2526,2198,2608,3162,San Jose,37.3012,-121.848,1771413,2172.6,2
CA,2,2,1,30,18,1,1,0.444444444,0,1,1,2,1,30,1.795912905,11182,791800,467,1104,29,9416,166,146021,2905,6239,1997,1718,2186,2682,San Leandro,37.7074,-122.1599,89723,2600.1,1
CA,3,2,1,35,35,2,1,0.571428571,4,1,4,1,1,35,4.645990246,4373,874800,20,395,20,3894,44,150906,2899,6076,1850,1457,2094,2607,San Luis Obispo,35.2669,-120.669,47529,1362.5,6
CA,2,2,1,26,11,1,1,0.666666667,0,1,4,1,1,26,3.317608584,2667,472900,56,216,0,2393,2,94471,2110,4204,1817,1277,1884,2096,San Pablo,37.9629,-122.3426,31907,4694.2,4
CA,3,2,1,35,35,2,1,0.333333333,0,1,4,1,1,35,3.71344974,16547,1286800,348,2530,100,13432,137,248899,4000,10000,2768,2392,2761,4000,San Ramon,37.7624,-121.9365,86119,1657.6,1
CA,2,3,1,35,35,2,2,0.375,0,1,1,1,1,35,2.296620371,23668,641500,304,1306,82,21826,150,120071,2420,4244,1885,1653,1949,2304,Santa Ana,33.7367,-117.8819,311379,4391.5,4
CA,2,3,1,35,25,1,1,0.8,0,1,3,1,1,35,3.081022557,13625,1460600,305,1699,146,11330,145,242665,4000,9947,2841,2583,2960,4000,Santa Clara,37.3646,-121.968,128058,2705.3,1
CA,2,2,1,35,40,2,1,0.111111111,0,1,1,2,1,35,1.795912905,10047,447200,270,500,44,9142,91,107922,2119,3237,1768,1458,1662,2166,Santa Maria,34.9333,-120.4431,143647,1854.2,4
CA,3,2,1,30,35,1.5,1,0.6,6,1,4,1,1,30,5.112260499,2824,554800,75,51,21,2619,58,110938,2404,3953,1666,1178,1620,1999,Santa Paula,34.3545,-119.0656,30788,2149.5,6
CA,2,2,1,35,35,1,1,0.461538462,0,1,2,3,1,35,1.843021598,10677,626600,242,834,39,9449,113,133876,2728,4722,1982,1621,1845,2581,Santee,32.8554,-116.9851,59497,1389.1,4
CA,3,2,1,32,32,1,1,0.454545455,0,0,1,2,1,32,1.676181271,1472,1821100,0,126,0,1330,16,178909,4000,10000,3345,2720,4000,3438,Sausalito,37.8581,-122.4933,7233,1583.1,1
CA,3,2,1,20,35,1.5,1,0.571428571,0,1,4,1,1,20,3.71344974,2475,1118000,0,410,12,2053,0,188708,3998,8116,2322,1228,2325,4000,Scotts Valley,37.0555,-122.0118,12239,1023.2,1
CA,2,2,1,25,25,1,1,0.5,0,1,1,1,1,25,2.141005305,3270,1169900,32,437,0,2689,112,176154,3836,8326,2308,2100,2327,3284,Seal Beach,33.7542,-118.0714,25046,855.4,1
CA,2,2,1,22,24,2,1,0.25,0,1,1,2,1,22,1.795912905,2846,662400,57,219,0,2553,17,114070,2425,4331,2138,1568,1866,2791,Seaside,36.6224,-121.8199,123421,1397.2,4
CA,2,2,1,35,35,1,1,0.75,0,1,1,1,1,35,2.141005305,2484,277900,22,80,0,2368,14,72059,1688,2508,1151,484,1035,1405,Selma,36.5715,-119.6143,24576,1633.8,7
CA,3,2,1,25,20,1,1,0.428571429,0,0,1,1,1,25,2.021273671,1577,263500,37,123,9,1408,0,73516,1703,1841,1247,590,1082,1587,Shasta Lake,40.679,-122.3775,10361,367,7
CA,3,2,0,25,25,2,1,0.2,0,1,1,1,1,25,2.53684646,1707,652600,53,160,0,1484,10,147676,2756,5876,1842,1488,2065,3055,Signal Hill,33.803,-118.1681,11678,2059.4,1
CA,2,2,1,35,35,2,1,0.25,0,1,4,1,1,35,3.317608584,24124,716400,546,3262,6,20199,111,140932,3047,5830,2402,1933,2311,2996,Simi Valley,34.2663,-118.749,127568,1172.4,1
CA,1,1,1,30,35,2,1,0.333333333,0,1,2,1,1,30,1.981750177,2246,1657500,146,306,0,1762,32,216563,4000,10000,2881,2612,2934,4000,Solana Beach,32.9943,-117.2574,12946,1464.2,1
CA,3,2,1,30,30,2,1,0.642857143,0,1,4,2,1,30,3.368357339,1915,912600,78,330,47,1460,0,163094,3237,7048,2164,1728,2154,3028,Sonoma,38.2902,-122.4598,10702,1506.1,1
CA,3,2,1,15.5,45,2,2,0.2,0,1,1,1,1,15.5,2.53684646,3339,1509100,85,452,17,2716,69,229196,4000,9266,2135,1832,2367,3345,South Pasadena,34.1103,-118.1573,26583,3010.9,1
CA,3,2,0,15,12,1,1,0.5,0,1,1,2,0,15,1.71634268,1098,227300,23,68,3,997,7,102833,1585,1821,918,758,882,1554,Susanville,40.4206,-120.6132,15737,767.4,7
CA,3,3,1,27.5,25,1,1,0.538461538,0,1,1,3,1,27.5,2.002276726,8892,842000,151,854,75,7640,172,165848,3079,6760,2205,1887,2279,2752,Tustin,33.7311,-117.8107,79514,2759.9,1
CA,3,2,1,30,30,2,1,0.6,0,1,1,1,1,30,2.53684646,1667,453800,45,160,0,1446,16,120332,2185,3621,1234,725,1352,1736,Ukiah,39.1464,-123.2105,16496,1336.1,4
CA,3,2,1,42.5,35,2,1,0.285714286,0,1,1,2,1,42.5,2.19175406,19779,329700,834,542,224,18033,146,99586,1848,2657,1289,898,1183,1487,Visalia,36.3276,-119.3269,163681,1433,4
CA,3,3,1,35,35,1,1,0.625,0,1,1,1,1,35,2.692461527,10936,642500,240,788,38,9834,36,132232,2651,4756,2002,1772,1985,2688,Vista,33.1896,-117.2386,98392,2026.6,4
CA,2,2,1,75,75,2,2,0.333333333,0,1,1,3,0,75,0.975409124,292,192900,20,3,0,262,7,69615,1195,1216,744,613,715,1056,Weed,41.4127,-122.3816,2845,228,3
CA,2,2,1,32.5,65,1,1,0.545454545,0,1,4,1,1,32.5,3.317608584,8176,480300,176,504,15,7440,41,132537,2278,4568,1384,974,1423,1863,West Sacramento,38.5557,-121.5505,54163,974,4
CA,3,3,1,100,100,2,2,0.571428571,0,1,2,1,1,100,3.08466262,11322,716900,189,781,54,10141,157,139589,2854,5450,1725,1407,1812,2401,Whittier,33.9678,-118.0188,86459,2278.8,4
CA,3,2,1,31.5,28,2,1,0.222222222,0,0,4,2,1,31.5,2.85278455,578,313200,21,8,0,549,0,98529,1890,2481,1125,928,1382,1294,Williams,39.1498,-122.1389,5539,432.4,4
CA,3,2,1,25,30,2,1,0.5,0,1,1,3,1,25,1.84666166,489,262700,35,10,0,444,0,84589,1582,2037,1014,640,1002,1473,Willows,39.5149,-122.1995,6201,844.3,7
CA,2,2,0,25,20,2,1,0.285714286,0,1,1,1,0,25,1.665593925,8455,397500,153,366,30,7799,107,109595,1940,3520,1336,1081,1204,1673,Yuba City,39.1357,-121.6383,133106,1751.4,4
CA,2,3,1,30,12,2,2,0.375,0,1,3,1,1,30,3.081022557,8727,465900,52,439,19,8133,84,127213,2248,3933,1465,814,1421,1872,Yucaipa,34.0336,-117.0429,54428,743.7,4
CO,2,2,1,15,10,1,1,0.166666667,0,1,1,4,0,15,0.630316724,1015,194700,11,120,0,857,27,75085,1246,1117,800,718,822,996,Alamosa,37.4752,-105.877,9792,478.7,7
CO,3,4,1,35,35,2,1,0.333333333,0,1,4,1,1,35,4.024679872,27174,565000,370,2829,48,23657,270,138385,2283,2765,1706,1428,1671,2042,Arvada,39.832,-105.151,123066,1219,4
CO,3,3,1,38,35,2,1,0.615384615,0,1,4,2,0,38,3.048561025,67163,416600,2032,5585,311,58759,476,107132,1976,2192,1651,1347,1704,2087,Aurora,39.7083,-104.7237,387349,920.3,2
CO,2,2,1,30,30,1.5,1,0.692307692,0,1,4,1,0,30,2.842197204,84261,386200,1577,6174,117,75444,949,108628,1860,1574,1464,1210,1417,1770,Colorado Springs,38.8674,-104.7605,638194,917.5,2
CO,2,2,0,35,35,1,1,0.375,0,1,3,1,0,35,2.449996111,1118,206800,99,0,0,1019,0,72298,1206,850,941,712,951,1315,Cortez,37.3503,-108.5768,8832,547.4,3
CO,3,3,1,30,30,3.4,1,0.923076923,0,1,3,1,1,30,3.476863713,119104,547100,2556,11620,365,103449,1114,132935,2262,2481,1665,1473,1835,2147,Denver,39.762,-104.8758,2687458,1792.9,2
